Test: 0.9759765625, Train: 0.8828125, Steps: 50800
Test: 0.9779296875, Train: 0.8828125, Steps: 47100
Test: 0.9591796875, Train: 0.8203125, Steps: 50500
Test: 0.9798828125, Train: 0.8203125, Steps: 52600
Test: 0.976171875, Train: 0.828125, Steps: 62200
Test: 0.980859375, Train: 0.8046875, Steps: 64800
Test: 0.9658203125, Train: 0.890625, Steps: 58400
Test: 0.989453125, Train: 0.8515625, Steps: 74100
Test: 0.972265625, Train: 0.8125, Steps: 83600
Test: 0.97109375, Train: 0.8359375, Steps: 78500
